source,division,unit,department,job_title,job_grade,job_objective,responsibility_no,responsibility
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",1,"Plan, coordinate and manage the overall Banking operation activities in the branch"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",2,"Set annual operational plan and operational budget of the branch for retail, wholesale and IFB businesses; and digital banking channels"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",3,"Create awareness and clarity to staff of the branch about the Banks strategy, plans and corporate views"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",4,Ensure required resources are satisfied at the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",5,Conduct daily sales and operational huddle and weekly meetings with staff of the Branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",6,"Establish and lead sales, service, and operation teams of the branch"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",7,Oversee lobby area is managed by staff of the Bank with good knowledge of products & services and having good communication skill
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",8,Oversee the branch maintains sufficient cash balance within the cash holding limits
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",9,Oversee security operations and personnels of the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",10,"Make operational risk identification, assessment, measurement and put in place controlling and mitigation mechanisms, and report operational risks to district office regularly"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",11,"Ensure the branch appearance is suitable to provide sales, service and operational activities"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",12,Review and guide periodic sales target and strategy of the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",13,"Create partnership with individuals, organizations and institutions for customer acquisition"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",14,"Ensure the Banks distribution channels (branch, digital, agents, merchants, etc.) perform as planned/designed and identify challenges, resolve any challenges or escalate to the District organ for support"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",15,Identify unmet needs of customer which are beyond the influence of the branch and escalate to the District and HO organs
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",16,Ensure in-branch transactions are minimized as much as possible
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",17,Ensure ATMs maintain the minimum acceptable uptime at all times and ATM reconciliation is performed latest by the next business day
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",18,Ensure clear separation of conventional and IFB operations at the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",19,Have a coaching and feedback session with branch staff directly reporting to him/her
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",20,Identify and address major sales and operational challenges
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",21,Ensure customer and transactional records are kept up-to-date
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",22,Sign on loan and mortgage contracts with customers and staff of the Bank
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",23,"Keep safe custody of loan security items (e.g. LHC, vehicle certificate of ownership, etc.)"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",24,Ensure suspense accounts of the branch are at acceptable level
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",25,Keep non-performing loans position of the branch is zero or within tolerable limit
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",26,Lead marketers and sales agent of the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",27,Ensure customer queries and complaints are properly handled in time
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",28,Analyze customer complaints and take strategic action to minimize future instances
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",29,Facilitate efficient and high-quality service to customers
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",30,Manage and maintains positive relationship with customers and staffs
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",31,"Promote new and existing Banks products, service and alternative channels to the customers"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",32,Promote the Banks image through pro-active handling of customer needs and maximizes their satisfaction
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",33,"Ensure that all performers comply with regulatory standards, Banks policies, procedure, code of conduct and practices"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",34,Ensure the fulfillment of overall tasks that have given to execute customer-focused service in the process
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",35,"Adhere strictly to compliance and operational risk controls in accordance with the Banks and regulatory standards, policies and practices"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",36,Ensure that tasks are completed to the agreed standards
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",37,"Work closely with the branch teams in annual plan development, implementation, and quality assurance"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",38,Enhance the Branchs competitive position
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",39,"Control, review and consolidate Branchs budget"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",40,Perform regular assessment of all branch related work practices
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",41,"Evaluate annual plans, such as operational plan and performance targets"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",42,"Support Branch staff in developing, managing, and enhancing customer relationships"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",43,"Ensure compliance and monitoring is in place in accordance with Banks policies, procedures, and guidelines; and rules, regulations, and standards"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",44,"Regularly reports to concerned district organs about the branchs operation, performance, challenges and risks."
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",45,Ensures directions given by HO and District organs are strictly implemented in the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",46,Collaborates with other branch managers of the Bank to facilitate coordination and integration
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",47,Develop staff capacity development through coaching and mentoring and facilitate formal training
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",48,Instill corporate thinking in staff of the branch
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",49,Ensure timely rectification of audit findings
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",50,Check and approves balance confirmation as appropriate
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",51,Represent the Bank in social and official affairs and handle correspondences
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",52,Co-work with Client Service Team at District and HO
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",53,Ensure that all document related to Credit and International Banking are properly and timely forwarded to the respective processing centers
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",54,"Give weekly, monthly and quarterly monthly performance target to staff directly reporting to him/her"
JD,Retail & Branch Banking,Branch,District,Branch Manager Special Branch,15.0,"To ensure the overall Banking operation activities of the branch performed as per the Banks policy, procedure, guideline and other pertinent regulation to achieve the Banks vision and strategic objectives.",55,Perform other assigned duties.
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",1,"Plan the daily and weekly sales activities of the branch in consultation with the Branch Business Manager,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",2,"Establish proactive customer contact strategy for cross-sell and up-sell,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",3,"Lead the daily marketing and sales activities of the Branch for both Retail and Wholesale customers,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",4,"Participate in the daily and weekly sales meetings,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",5,"Manage availability and distribution of promotional materials,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",6,"Follow daily the sales performance of the branch and generate report,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",7,"Monitor and authorize products/services sold to customer on time and sales team maintains after sales relationship with the customer to make sure promises are kept,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",8,"Coach, mentor and motivate Sales-force team,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",9,"Ensure all prospects and existing customers inquiries and complaints resulting from sales engagements addressed in time,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",10,"Increase uptake of the Banks products, services and alternatives channels,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",11,"Manage and maintain positive relationship with customer and staff,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",12,"Enhance the Banks image through proactive engagement with customers and maximize their satisfaction,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",13,"Ensure all staff comply with regulatory standards, Banks policies, procedures, codes of conduct and practices,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",14,"Ensure the performance of each task with the Banks standards (SDT),"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",15,"Adhere strictly to compliance and operational risk controls in accordance with the Banks standards,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",16,"Promote new and existing Banks products, services and alternative channels,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",17,"Select and equip the dedicated sales area with required resources,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",18,"Develop action plans and techniques in collaboration with Branch Business Manager necessary for achieving sales targets,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",19,"Maintain sales records, create sales lead and opportunities for further selling,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",20,"Drive sales to achieve business targets through coordination of Branch Business team,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",21,"Support the Branch Business team sales effort and product-related technical support,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",22,"Promote effective selling of products and services throughout all levels in the branch,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",23,"Prepare market research and plan, regularly scan the business environment and update market research,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",24,"Communicate regularly the trends and developments in the market area to Branch Business team,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",25,"Arrange and participate in periodic discussion with high-value customers and developmental partners,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",26,"Ensure customers queries and complaints are addressed appropriately,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",27,"Propose and manage sales campaign at the branch level with Branch Business teams,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",28,"Identify and recruit potential customers,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",29,"Manage the relationship with merchants and agents,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",30,"Ensure regular follow-up is conducted on the performance of PoS,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",31,"Ensure regular follow-up of the performance of Agent Banking (i.e., CBE birr customers, merchants and agents),"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",32,"Propose potential business site for deployment of PoS and ATM,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",33,"Periodically report to the Branch Business Manager,"
JD,Retail & Branch Banking,Branch,District,Customer Service Manager -Sales,12.0,"To sale Bank products and services, mobilizes resources, expands service accessibility through alternatives channels, attend customer requests and create culture that meets or exceeds customers expectation as per the Banks policy, procedure, guideline and other pertinent regulation.",34,Perform other assigned duties.
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",1,Plan service activities of the branch
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",2,Oversee and approve digital channel onboarding operations
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",3,Lead documents authentication and KYC operations in the branch
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",4,Ensure customer profile is updated continuously for all customer segments
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",5,"Plan, coordinate and lead daily, weekly service teams operations"
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",6,Perform sells of the Banks products and services in-branch
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",7,Ensure migration of in-branch transactions to the digital channels
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",8,"Supervise the lobby area by assigning the right Meeter-Greeter, ensure branch office is clean and convenient for customers"
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",9,"In collaboration with the Branch Controller, measure SDT of the branch and take corrective actions for deviations"
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",10,Ensure customer requests are served as per the standard delivery time
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",11,Manage customer requests and complains
JD,Retail & Branch Banking,,District,Customer Service Manager -Service,12.0,"To serve the Banks customers, mobilizes resources, expands branch accessibility through alternatives channels, attained customers request and provides efficient and high quality service to customers as per the Banks policy, procedure, guideline and other pertinent regulation.",12,"Establish ATM card, passbook and all other register book and keep it in safe custody"
