source,division,unit,department,job_title,job_grade,job_objective,responsibility_no,responsibility
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",5,banking and report to Manager Internal Control monthly.
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",6,"Checks that all transaction are in compliance with appropriate laws, regulations, ethical norms and contracts in all Units under Digital banking. Ensures and manage positive relationship with customer and among staffs."
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",7,Identifies the bottleneck and proposes solution that hinder the Units from achieving its Objective;
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",8,Recommends solution for the Unit to provide efficient and high quality operation.
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",9,Identifies and reports the reason why tasks are not completed as per the standard timescales;
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",10,Regularly checks and monitors key financial and non -financial transactions before/after passing transactions; Commercial Bank of Ethiopia Job Description
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",11,"Continuously assess the Units operations, transactions and work practices and report any deviation to Internal Control Manager daily;"
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",12,Checks the correctness of the GL balances.
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",13,Prepare daily/Weekly/Monthly/Quarterly report on major findings as case may be and submit report to the Internal control manager
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",14,Measures service levels against customer expectation and bank standard and review c ustomer complaints registration book;
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",15,Ensure effective and proper utilization of resources;
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",16,Daily checks and monitors financial and non-financial transactions as soon as transaction completed
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",17,File daily ticket (source document)
JD,Digital Banking,Internal Control,,Internal Control Officer,12.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",18,Perform other related duties given by the supervisor (s).
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",1,"Daily checks and monitors financial transactions on local cards (Acqu iring and Issuing) and International transactions through VISA, Master Card and CUP;"
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",2,"Monthly cheeks inventory of Cars, PINs and Spare parts and custody of all documents;"
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",3,"Checks that all transaction are in compliance with appropriate laws, regulations, ethi cal norms and contracts in all Units under Digital Banking;"
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",4,Ensures and manage positive relationship with customer and among staffs;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",5,Identifies the bottleneck and proposes solution that hinder the Units from achieve its Objective;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",6,Recommends solution for the Unit to provide efficient and high quality operation;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",7,Identifies and reports the reason why tasks are not completed as per the standard timescales;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",8,Regularly checks and monitors key financial and non -financial transactions before/after passing transactions;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",9,"Continuously assess the Units operations, transactions and work practices and report any deviation to Internal Control Manager daily;"
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",10,Prepare daily/Weekly/Monthly/Quarterly report on major findings as case may be and submit report to the Internal control manager;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",11,Measures service levels against customer expectation and bank standard and review customer Commercial Bank of Ethiopia Job Description complaints registration book;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",12,Ensure effective and proper utilization of resources;
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",13,Daily checks and monitors financial and non-financial transactions as soon as transaction completed
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",14,File daily ticket (source document)
JD,Digital Banking,Internal Control,,Associate internal control Officer II,11.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial tran sactions that comply with appropriate laws, and regulations, at the Division.",15,Perform other duties as assigned
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",1,"Daily checks and monitors financial transactions on local cards (Acquiring and Issuing) and International transactions through VISA, Master Card and CUP;"
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",2,"Checks that all transaction are in compliance with appropriate laws, regulations, ethical norms and contracts in all Units under Digital Banking;"
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",3,Identifies the bottleneck and proposes solution that hinder the Units from achieve its Objective;
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",4,Recommends solution for the Unit to provide efficient and high quality operation;
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",5,Identifies and reports the reason why tasks are not completed as per the standard timescales;
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",6,Regularly checks and monitors key financial and non-financial transactions before/after passing transactions;
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",7,"Continuously assess the Units operations, transactions and work practices and report any deviation to Internal Control Manager daily;"
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",8,Ensure effective and proper utilization of resources;
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",9,Daily checks and monitors financial and non-financial transactions as soon as transaction completed;
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",10,File daily ticket (source document);
JD,Digital Banking,Internal Control,,Associate internal control Officer I,10.0,"To ensure efficient and effective internal control system in the Digital Channels Management through regularly checks and monitors financial and non -financial transactions that comply with appropriate laws, and regulations, at the Division.",11,Performs other duties as assigned. Commercial Bank of Ethiopia Job Description
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",1,"Set steam objectives/goals, performance standards, works on team alignment and goal cascading;"
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",2,"Plans, directs and coordinat es the activities of the Digital Banking Reconciliation and Dispute Management Unit;"
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",3,Manages the accounts or transactions used to handle both the acquirers and issuers;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",4,Ensures timely reconciliation and settlement of any type of cards and transactions rela ted with CBE Birr and Tele-Birr;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",5,Timely responds to customers complain and any issues that arise from call center to the level of their satisfaction;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",6,Manages disputes that emanated from either of Eth -Switch or any International Card Payment Scheme;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",7,Ensures that all transactions are processed accurately and efficiently;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",8,Checks existence of effective utilization of physical and financial resources and takes the necessary action if there is any misuse;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",9,Ensures effective utilization of budget and manages controllable expenses;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",10,Motivates and coaches the team under his supervision for better productivity;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",11,Identifies performance quality gap and reports to the Vice- President for further action;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",12,Ensures proper understanding and implementation of the Digital Banking Procedure and business objectives by all performers within the team; Shall provide on -the-job training and assistance based on requests;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",13,Ensures that all performers in the team discharge duties and responsibilities as indicated in the Digital Banking Procedure; takes appropriate and timely action on performers who contravene;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",14,Propose Write - off and Write -back as per the relevant procedure of the Bank and Forward the proposal for Vice- President Digital Banking;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",15,Authorizes user access right and privileges of card and CBE birr reconciliation system and infrastructure for concerned staff;
JD,Digital Banking,Digital Banking Reconciliation and Dispute Management,,Manager Digital Banking Reconciliation and Dispute Management,15.0,"To ensure reconciliation a nd settlement of Card Digital Transactions, Mobile Banking (MB), Internet Banking (IB), Mobile Money and Tele -Birr. To ensure proper handling of dispute management and internal/external customer support. To ensure the Units task is performed as per the procedure of Digital Banking. Commercial Bank of Ethiopia Job Description",16,Conducts periodic performance evaluation of staffs under Digital Banking Reconciliation and Dispute Management Unit; and
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",1,"Supervises, coordinates, assists and assigns tasks to the team;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",2,"Leads, motivates and manages the Digital Banking Reconciliation and Dispute Management team;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",3,Identifies areas of risk and non-compliance with procedures and advises the Manager of Digital Banking Reconciliation and Dispute Management;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",4,Reviews the aging report and takes any appropriate action in consultation with the Manager - Digital Banking Reconciliation and Dispute Management team;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",5,Keeps track of lessons learned and shares those lessons with team members;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",6,Analyzes the genuineness of expenses incurred in relation with his/her area of assignment;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",7,Checks and authorizes Income and Expense settlement transaction entries on T24 an d Mobile Money system;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",8,"Closely follows up that charges, fees and commissions are properly settled; Commercial Bank of Ethiopia Job Description"
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",9,Ensures that all transactions are processed accurately and efficiently;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",10,Follows up of case escalated to and from different teams and updates the concerned ones;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",11,Ensures that all performers in the team discharge duties and responsibilities as indicated in the Digital Banking Procedure;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",12,Coordinates and assigns tasks to teams;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",13,Conducts periodic performance evaluation of staffs under Digital Banking Reconciliatio n and Dispute Management Unit;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",14,Organizes and involves in the activities of the team;
JD,Digital Banking,Merchant and Agent Reconciliation,,Team Leader Merchant and Agent Reconciliation,14.0,"To guide/run the operation of Digital Banking Reconciliation and Dispute Management unit incompliance with Digital Banking Procedure and ensure timely reconciliation& settlement of MB and IB, Mobile money and Card related Digital Transactions.",15,Performs other duties as assigned.
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,1,Maintains a continuous follow up of settlement accounts;
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,2,"Check posted transactions, reconciles and balances of all account receivable, payable accounts and accounts that have suspense nature on a daily basis;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,3,Check and authorize financial and non-financial activities on Mobile money system;
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,4,Approve daily third party standing instructions on Mobile Money system;
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,5,"Maintains tickets, reports and tracer or evidential document under her/his custody for further reference;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,6,Prepares suspense aging report and forwards to the Team leader and Manager on monthly basis;
JD,Digital Banking,Merchant and Agent Reconciliation,,Reconciliation and Settlement Officer,12.0,To ass ure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation and suspense settlement.,7,Performs other duties as assigned.
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",1,"Processes merchant file, checks the status of failed transactions and reprocess, forwards merchant file report to the concerned;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",2,Process manual refunds on Card Banking system;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",3,Maintains a continuous follow up for settlement of the account and post transaction entries;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",4,"Generate reports from international payment scheme, Eth -switch, Mobile Money, Core Banking, Card Banking, International Money Transfer Services, Business Intelligence and third parties system for day to day activities;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",5,Checks and release all unsuccessful POS locked transaction on Core banking;
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",6,"Reconciles and settles acquiring and issuing Card related transactions made through International Scheme, Eth-switch, Mobile& Internet Banking and Mobile Money;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",7,"Check and settle exception tra nsactions, related charges and commissions/ revenue and other relevant information and informs the concerned organs;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",8,"Prepares daily, weekly, monthly and quarterly reconciliation report and forwards to concerned staff;"
JD,Digital Banking,Merchant and Agent Reconciliation,,Associate Reconciliation Officer II,11.0,"To assure the expected activities under Digital Banking Reconciliation and Dispute Management are going as per the procedure and to perform tasks that improve the quality of reconciliation, suspense settlement and dispute management.",9,"Receives and handles any dispute tra nsaction obtained through call center, Customers application, e-mail, Branch and other organs; Commercial Bank of Ethiopia Job Description"
